image_id,filename,width,height,category_id,category,bbox_x_min,bbox_y_min,bbox_width,bbox_height
794,batch_3/IMG_5043.JPG,2448,3264,5,Clear plastic bottle,383.0,1252.0,1417.0,699.0
795,batch_3/IMG_5044.JPG,2448,3264,14,Other carton,1131.0,2119.0,607.0,937.0
796,batch_3/IMG_5045.JPG,2448,3264,14,Other carton,1167.0,1396.0,1155.0,1137.0
796,batch_3/IMG_5045.JPG,2448,3264,39,Other plastic wrapper,784.0,1936.0,452.0,459.0
797,batch_3/IMG_5046.JPG,2448,3264,10,Food Can,987.0,1969.0,404.0,439.0
797,batch_3/IMG_5046.JPG,2448,3264,50,Pop tab,1055.0,2191.0,73.0,102.0
797,batch_3/IMG_5046.JPG,2448,3264,26,Glass jar,628.0,1643.0,312.0,426.0
797,batch_3/IMG_5046.JPG,2448,3264,28,Metal lid,631.0,1641.0,302.0,246.0
798,batch_3/IMG_5048.JPG,2448,3264,39,Other plastic wrapper,1341.0,1166.0,103.0,234.0
799,batch_3/IMG_5049.JPG,2448,3264,36,Plastic film,145.0,286.0,1433.0,2103.0
800,batch_3/IMG_5050.JPG,2448,3264,11,Aerosol,890.0,676.0,454.0,1765.0
800,batch_3/IMG_5050.JPG,2448,3264,27,Plastic lid,891.0,675.0,455.0,545.0
801,batch_3/IMG_5051.JPG,2448,3264,50,Pop tab,982.0,1842.0,51.0,35.0
802,batch_3/IMG_5052.JPG,2448,3264,18,Meal carton,1338.0,1120.0,696.0,1365.0
803,batch_3/IMG_5053.JPG,2448,3264,4,Other plastic bottle,1594.0,950.0,248.0,603.0
803,batch_3/IMG_5053.JPG,2448,3264,5,Clear plastic bottle,2357.0,407.0,91.0,565.0
803,batch_3/IMG_5053.JPG,2448,3264,7,Plastic bottle cap,1698.0,951.0,96.0,69.0
804,batch_3/IMG_5054.JPG,2448,3264,21,Disposable plastic cup,1270.0,2006.0,75.0,55.0
804,batch_3/IMG_5054.JPG,2448,3264,20,Paper cup,2257.0,1772.0,58.0,63.0
804,batch_3/IMG_5054.JPG,2448,3264,27,Plastic lid,1732.0,1981.0,47.0,34.0
804,batch_3/IMG_5054.JPG,2448,3264,12,Drink can,2189.0,1827.0,56.0,38.0
804,batch_3/IMG_5054.JPG,2448,3264,58,Unlabeled litter,2203.0,1805.0,67.0,36.0
804,batch_3/IMG_5054.JPG,2448,3264,55,Plastic straw,2299.0,1780.0,31.0,6.0
805,batch_3/IMG_5055.JPG,2448,3264,12,Drink can,1134.0,1780.0,332.0,308.0
805,batch_3/IMG_5055.JPG,2448,3264,12,Drink can,1213.0,1146.0,310.0,420.0
805,batch_3/IMG_5055.JPG,2448,3264,50,Pop tab,1369.0,1798.0,45.0,72.0
806,batch_3/IMG_5056.JPG,2448,3264,21,Disposable plastic cup,919.0,1548.0,387.0,392.0
807,batch_3/IMG_5057.JPG,2448,3264,12,Drink can,1190.0,1762.0,119.0,61.0
808,batch_3/IMG_5058.JPG,2448,3264,12,Drink can,787.0,1398.0,314.0,245.0
809,batch_3/IMG_5060.JPG,2448,3264,45,Disposable food container,1008.0,2046.0,304.0,378.0
810,batch_3/IMG_4852.JPG,3264,2448,27,Plastic lid,2706.0,1122.0,287.0,239.0
811,batch_3/IMG_4854.JPG,3264,2448,20,Paper cup,1793.0,978.0,392.0,406.0
812,batch_3/IMG_4855.JPG,3264,2448,14,Other carton,1245.0,956.0,349.0,406.0
813,batch_3/IMG_4856.JPG,3264,2448,36,Plastic film,1647.0,985.0,302.0,232.0
814,batch_3/IMG_4859.JPG,2448,3264,36,Plastic film,677.0,560.0,677.0,719.0
814,batch_3/IMG_4859.JPG,2448,3264,36,Plastic film,483.0,1680.0,955.0,739.0
815,batch_3/IMG_4860.JPG,2448,3264,36,Plastic film,1548.0,1678.0,544.0,354.0
815,batch_3/IMG_4860.JPG,2448,3264,42,Crisp packet,519.0,1226.0,1055.0,729.0
815,batch_3/IMG_4860.JPG,2448,3264,31,Tissues,431.0,1877.0,273.0,309.0
815,batch_3/IMG_4860.JPG,2448,3264,31,Tissues,597.0,1834.0,307.0,248.0
816,batch_3/IMG_4862.JPG,2448,3264,18,Meal carton,1136.0,1282.0,398.0,502.0
816,batch_3/IMG_4862.JPG,2448,3264,0,Aluminium foil,650.0,1026.0,91.0,212.0
816,batch_3/IMG_4862.JPG,2448,3264,7,Plastic bottle cap,704.0,1275.0,76.0,91.0
817,batch_3/IMG_4865.JPG,2448,3264,14,Other carton,1125.0,1679.0,899.0,837.0
817,batch_3/IMG_4865.JPG,2448,3264,36,Plastic film,433.0,659.0,1124.0,1017.0
818,batch_3/IMG_4868.JPG,2448,3264,12,Drink can,712.0,363.0,692.0,1147.0
818,batch_3/IMG_4868.JPG,2448,3264,50,Pop tab,965.0,471.0,247.0,216.0
819,batch_3/IMG_4869.JPG,2448,3264,36,Plastic film,351.0,921.0,1781.0,1601.0
820,batch_3/IMG_4874.JPG,2448,3264,36,Plastic film,239.0,232.0,1185.0,1504.0
820,batch_3/IMG_4874.JPG,2448,3264,17,Corrugated carton,248.0,1410.0,2186.0,1625.0
821,batch_3/IMG_4875.JPG,3264,2448,17,Corrugated carton,227.0,398.0,2181.0,2046.0
821,batch_3/IMG_4875.JPG,3264,2448,14,Other carton,2116.0,2.0,792.0,806.0
822,batch_3/IMG_4876.JPG,2448,3264,45,Disposable food container,47.0,390.0,2229.0,1227.0
822,batch_3/IMG_4876.JPG,2448,3264,36,Plastic film,11.0,501.0,2262.0,1032.0
823,batch_3/IMG_4877.JPG,2448,3264,14,Other carton,323.0,704.0,1852.0,1261.0
823,batch_3/IMG_4877.JPG,2448,3264,36,Plastic film,286.0,555.0,2011.0,2092.0
824,batch_3/IMG_4878.JPG,3264,2448,14,Other carton,576.0,30.0,1507.0,840.0
824,batch_3/IMG_4878.JPG,3264,2448,36,Plastic film,825.0,1188.0,1624.0,1141.0
825,batch_3/IMG_4879.JPG,2448,3264,43,Spread tub,723.0,688.0,1325.0,1844.0
826,batch_3/IMG_4883.JPG,2448,3264,29,Other plastic,673.0,1054.0,72.0,79.0
826,batch_3/IMG_4883.JPG,2448,3264,0,Aluminium foil,1265.0,1424.0,213.0,141.0
827,batch_3/IMG_4887.JPG,2448,3264,12,Drink can,974.0,1074.0,203.0,133.0
827,batch_3/IMG_4887.JPG,2448,3264,58,Unlabeled litter,828.0,1652.0,89.0,57.0
828,batch_3/IMG_4889.JPG,2448,3264,12,Drink can,982.0,1196.0,262.0,124.0
828,batch_3/IMG_4889.JPG,2448,3264,58,Unlabeled litter,353.0,1587.0,38.0,108.0
829,batch_3/IMG_4891.JPG,2448,3264,36,Plastic film,1810.0,1320.0,188.0,274.0
829,batch_3/IMG_4891.JPG,2448,3264,58,Unlabeled litter,1129.0,1446.0,52.0,55.0
830,batch_3/IMG_4893.JPG,2448,3264,5,Clear plastic bottle,1083.0,1815.0,250.0,551.0
830,batch_3/IMG_4893.JPG,2448,3264,33,Normal paper,950.0,1123.0,102.0,176.0
831,batch_3/IMG_4895.JPG,2448,3264,39,Other plastic wrapper,1251.0,1646.0,241.0,376.0
831,batch_3/IMG_4895.JPG,2448,3264,36,Plastic film,985.0,1868.0,177.0,124.0
832,batch_3/IMG_4897.JPG,2448,3264,36,Plastic film,1415.0,1683.0,237.0,305.0
832,batch_3/IMG_4897.JPG,2448,3264,36,Plastic film,1263.0,1619.0,194.0,126.0
832,batch_3/IMG_4897.JPG,2448,3264,36,Plastic film,1733.0,2616.0,179.0,209.0
833,batch_3/IMG_4898.JPG,2448,3264,40,Single-use carrier bag,1095.0,2212.0,853.0,884.0
834,batch_3/IMG_4901.JPG,2448,3264,39,Other plastic wrapper,1757.0,2706.0,404.0,251.0
834,batch_3/IMG_4901.JPG,2448,3264,58,Unlabeled litter,1743.0,2031.0,260.0,120.0
834,batch_3/IMG_4901.JPG,2448,3264,14,Other carton,425.0,1970.0,61.0,65.0
835,batch_3/IMG_4902.JPG,2448,3264,45,Disposable food container,1170.0,1060.0,364.0,272.0
835,batch_3/IMG_4902.JPG,2448,3264,36,Plastic film,1171.0,1062.0,363.0,229.0
835,batch_3/IMG_4902.JPG,2448,3264,36,Plastic film,1625.0,1854.0,62.0,93.0
835,batch_3/IMG_4902.JPG,2448,3264,58,Unlabeled litter,2315.0,2834.0,75.0,110.0
836,batch_3/IMG_4907.JPG,2448,3264,2,Aluminium blister pack,1246.0,2164.0,231.0,155.0
837,batch_3/IMG_4911.JPG,2448,3264,45,Disposable food container,775.0,1622.0,299.0,255.0
837,batch_3/IMG_4911.JPG,2448,3264,36,Plastic film,776.0,1595.0,127.0,236.0
838,batch_3/IMG_4913.JPG,2448,3264,40,Single-use carrier bag,488.0,457.0,1755.0,1094.0
838,batch_3/IMG_4913.JPG,2448,3264,28,Metal lid,108.0,1582.0,578.0,451.0
838,batch_3/IMG_4913.JPG,2448,3264,28,Metal lid,1413.0,1673.0,492.0,401.0
838,batch_3/IMG_4913.JPG,2448,3264,26,Glass jar,712.0,1799.0,733.0,894.0
838,batch_3/IMG_4913.JPG,2448,3264,26,Glass jar,1555.0,1937.0,861.0,1048.0
839,batch_3/IMG_4914.JPG,2448,3264,26,Glass jar,41.0,775.0,958.0,992.0
839,batch_3/IMG_4914.JPG,2448,3264,26,Glass jar,1601.0,510.0,803.0,942.0
839,batch_3/IMG_4914.JPG,2448,3264,28,Metal lid,504.0,774.0,493.0,431.0
839,batch_3/IMG_4914.JPG,2448,3264,28,Metal lid,1702.0,509.0,701.0,616.0
839,batch_3/IMG_4914.JPG,2448,3264,8,Metal bottle cap,1220.0,1287.0,214.0,206.0
840,batch_3/IMG_4915.JPG,2448,3264,4,Other plastic bottle,774.0,33.0,938.0,2969.0
841,batch_3/IMG_4916.JPG,2448,3264,45,Disposable food container,614.0,616.0,1366.0,1359.0
841,batch_3/IMG_4916.JPG,2448,3264,25,Food waste,1042.0,1305.0,144.0,212.0
842,batch_3/IMG_4917.JPG,2448,3264,8,Metal bottle cap,1771.0,1371.0,109.0,94.0
843,batch_3/IMG_4919.JPG,2448,3264,12,Drink can,1117.0,2163.0,302.0,133.0
843,batch_3/IMG_4919.JPG,2448,3264,50,Pop tab,1118.0,2224.0,40.0,29.0
843,batch_3/IMG_4919.JPG,2448,3264,58,Unlabeled litter,1157.0,1790.0,148.0,134.0
844,batch_3/IMG_4921.JPG,2448,3264,46,Foam food container,1110.0,1024.0,393.0,406.0
844,batch_3/IMG_4921.JPG,2448,3264,46,Foam food container,1499.0,2005.0,485.0,497.0
844,batch_3/IMG_4921.JPG,2448,3264,58,Unlabeled litter,1838.0,2314.0,290.0,258.0
845,batch_3/IMG_4922.JPG,2448,3264,56,Paper straw,1081.0,1132.0,255.0,374.0
845,batch_3/IMG_4922.JPG,2448,3264,21,Disposable plastic cup,1189.0,1323.0,337.0,442.0
846,batch_3/IMG_4924.JPG,2448,3264,45,Disposable food container,1108.0,1644.0,243.0,257.0
846,batch_3/IMG_4924.JPG,2448,3264,36,Plastic film,1000.0,1788.0,267.0,231.0
847,batch_3/IMG_4926.JPG,2448,3264,0,Aluminium foil,626.0,1226.0,1270.0,1541.0
848,batch_3/IMG_4928.JPG,2448,3264,49,Plastic utensils,1491.0,1709.0,288.0,205.0
848,batch_3/IMG_4928.JPG,2448,3264,58,Unlabeled litter,2232.0,1111.0,60.0,45.0
849,batch_3/IMG_4932.JPG,2448,3264,5,Clear plastic bottle,943.0,1186.0,132.0,252.0
850,batch_3/IMG_4934.JPG,2448,3264,33,Normal paper,115.0,1658.0,1697.0,1194.0
850,batch_3/IMG_4934.JPG,2448,3264,33,Normal paper,104.0,547.0,2078.0,1822.0
850,batch_3/IMG_4934.JPG,2448,3264,33,Normal paper,319.0,619.0,1872.0,1433.0
851,batch_3/IMG_4936.JPG,2448,3264,55,Plastic straw,1148.0,1742.0,425.0,152.0
851,batch_3/IMG_4936.JPG,2448,3264,58,Unlabeled litter,911.0,3054.0,85.0,111.0
852,batch_3/IMG_4939.JPG,2448,3264,20,Paper cup,686.0,21.0,869.0,1032.0
852,batch_3/IMG_4939.JPG,2448,3264,27,Plastic lid,686.0,19.0,863.0,725.0
852,batch_3/IMG_4939.JPG,2448,3264,34,Paper bag,0.0,923.0,2097.0,2336.0
853,batch_3/IMG_4941.JPG,3264,2448,5,Clear plastic bottle,1063.0,1455.0,206.0,114.0
853,batch_3/IMG_4941.JPG,3264,2448,6,Glass bottle,3022.0,1673.0,147.0,52.0
853,batch_3/IMG_4941.JPG,3264,2448,5,Clear plastic bottle,1603.0,1728.0,157.0,66.0
853,batch_3/IMG_4941.JPG,3264,2448,29,Other plastic,1468.0,1449.0,78.0,72.0
853,batch_3/IMG_4941.JPG,3264,2448,29,Other plastic,2743.0,1242.0,64.0,58.0
853,batch_3/IMG_4941.JPG,3264,2448,58,Unlabeled litter,2205.0,1236.0,27.0,29.0
853,batch_3/IMG_4941.JPG,3264,2448,58,Unlabeled litter,961.0,145.0,55.0,31.0
853,batch_3/IMG_4941.JPG,3264,2448,58,Unlabeled litter,1752.0,207.0,49.0,22.0
853,batch_3/IMG_4941.JPG,3264,2448,58,Unlabeled litter,1520.0,1963.0,20.0,27.0
853,batch_3/IMG_4941.JPG,3264,2448,58,Unlabeled litter,1625.0,1863.0,28.0,17.0
853,batch_3/IMG_4941.JPG,3264,2448,58,Unlabeled litter,4.0,1933.0,80.0,55.0
853,batch_3/IMG_4941.JPG,3264,2448,33,Normal paper,542.0,1894.0,304.0,160.0
853,batch_3/IMG_4941.JPG,3264,2448,33,Normal paper,410.0,1930.0,210.0,133.0
853,batch_3/IMG_4941.JPG,3264,2448,33,Normal paper,1788.0,70.0,105.0,85.0
853,batch_3/IMG_4941.JPG,3264,2448,50,Pop tab,1278.0,1265.0,25.0,14.0
853,batch_3/IMG_4941.JPG,3264,2448,39,Other plastic wrapper,130.0,1800.0,178.0,111.0
853,batch_3/IMG_4941.JPG,3264,2448,34,Paper bag,0.0,1944.0,157.0,142.0
853,batch_3/IMG_4941.JPG,3264,2448,55,Plastic straw,1584.0,1747.0,90.0,206.0
853,batch_3/IMG_4941.JPG,3264,2448,53,Shoe,667.0,1806.0,316.0,223.0
854,batch_3/IMG_4961.JPG,2448,3264,49,Plastic utensils,868.0,644.0,1196.0,687.0
854,batch_3/IMG_4961.JPG,2448,3264,49,Plastic utensils,1882.0,712.0,242.0,631.0
854,batch_3/IMG_4961.JPG,2448,3264,49,Plastic utensils,1863.0,880.0,144.0,716.0
855,batch_3/IMG_4963.JPG,3264,2448,5,Clear plastic bottle,1327.0,1254.0,293.0,239.0
856,batch_3/IMG_4964.JPG,3264,2448,36,Plastic film,1305.0,1162.0,107.0,101.0
857,batch_3/IMG_4965.JPG,3264,2448,40,Single-use carrier bag,1977.0,1067.0,579.0,603.0
858,batch_3/IMG_4966.JPG,3264,2448,36,Plastic film,1258.0,1269.0,218.0,209.0
858,batch_3/IMG_4966.JPG,3264,2448,29,Other plastic,1830.0,1744.0,39.0,11.0
858,batch_3/IMG_4966.JPG,3264,2448,58,Unlabeled litter,1879.0,1493.0,35.0,8.0
858,batch_3/IMG_4966.JPG,3264,2448,58,Unlabeled litter,1895.0,1479.0,14.0,6.0
859,batch_3/IMG_4967.JPG,2448,3264,55,Plastic straw,1526.0,1597.0,300.0,185.0
859,batch_3/IMG_4967.JPG,2448,3264,29,Other plastic,1694.0,1674.0,129.0,60.0
859,batch_3/IMG_4967.JPG,2448,3264,21,Disposable plastic cup,961.0,1657.0,131.0,192.0
860,batch_3/IMG_4969.JPG,2448,3264,5,Clear plastic bottle,737.0,1616.0,240.0,71.0
860,batch_3/IMG_4969.JPG,2448,3264,5,Clear plastic bottle,1414.0,1197.0,141.0,75.0
860,batch_3/IMG_4969.JPG,2448,3264,5,Clear plastic bottle,1293.0,1028.0,46.0,39.0
860,batch_3/IMG_4969.JPG,2448,3264,6,Glass bottle,770.0,1267.0,44.0,92.0
860,batch_3/IMG_4969.JPG,2448,3264,16,Drink carton,787.0,1492.0,154.0,76.0
860,batch_3/IMG_4969.JPG,2448,3264,58,Unlabeled litter,50.0,1526.0,60.0,37.0
860,batch_3/IMG_4969.JPG,2448,3264,58,Unlabeled litter,970.0,1511.0,44.0,32.0
860,batch_3/IMG_4969.JPG,2448,3264,58,Unlabeled litter,1122.0,1433.0,31.0,23.0
860,batch_3/IMG_4969.JPG,2448,3264,58,Unlabeled litter,2162.0,635.0,53.0,22.0
860,batch_3/IMG_4969.JPG,2448,3264,58,Unlabeled litter,896.0,877.0,23.0,13.0
860,batch_3/IMG_4969.JPG,2448,3264,20,Paper cup,1520.0,1487.0,69.0,60.0
860,batch_3/IMG_4969.JPG,2448,3264,39,Other plastic wrapper,1082.0,1432.0,44.0,32.0
860,batch_3/IMG_4969.JPG,2448,3264,12,Drink can,1422.0,898.0,23.0,35.0
861,batch_3/IMG_4971.JPG,2448,3264,7,Plastic bottle cap,1068.0,2512.0,216.0,235.0
862,batch_3/IMG_4881.JPG,2448,3085,36,Plastic film,626.0,1861.0,181.0,147.0
862,batch_3/IMG_4881.JPG,2448,3085,58,Unlabeled litter,741.0,1681.0,75.0,93.0
863,batch_3/IMG_4929.JPG,2448,3011,36,Plastic film,827.0,1890.0,425.0,456.0
864,batch_3/IMG_4950.JPG,2448,2607,31,Tissues,239.0,565.0,316.0,197.0
864,batch_3/IMG_4950.JPG,2448,2607,31,Tissues,904.0,988.0,319.0,330.0
864,batch_3/IMG_4950.JPG,2448,2607,36,Plastic film,717.0,1093.0,444.0,450.0
865,batch_3/IMG_4857.JPG,3264,2290,20,Paper cup,1533.0,742.0,261.0,233.0
866,batch_3/IMG_4948.JPG,2448,2470,5,Clear plastic bottle,240.0,1431.0,152.0,252.0
866,batch_3/IMG_4948.JPG,2448,2470,5,Clear plastic bottle,1403.0,1308.0,128.0,246.0
866,batch_3/IMG_4948.JPG,2448,2470,12,Drink can,1504.0,1391.0,208.0,98.0
866,batch_3/IMG_4948.JPG,2448,2470,8,Metal bottle cap,1378.0,1532.0,27.0,26.0
866,batch_3/IMG_4948.JPG,2448,2470,8,Metal bottle cap,1226.0,1536.0,29.0,29.0
866,batch_3/IMG_4948.JPG,2448,2470,7,Plastic bottle cap,1309.0,1638.0,35.0,33.0
866,batch_3/IMG_4948.JPG,2448,2470,7,Plastic bottle cap,1403.0,1525.0,50.0,30.0
866,batch_3/IMG_4948.JPG,2448,2470,8,Metal bottle cap,1212.0,1524.0,27.0,26.0
866,batch_3/IMG_4948.JPG,2448,2470,49,Plastic utensils,226.0,1778.0,43.0,41.0
866,batch_3/IMG_4948.JPG,2448,2470,33,Normal paper,1903.0,1191.0,545.0,279.0
866,batch_3/IMG_4948.JPG,2448,2470,39,Other plastic wrapper,1476.0,1295.0,89.0,46.0
866,batch_3/IMG_4948.JPG,2448,2470,58,Unlabeled litter,103.0,1855.0,71.0,47.0
866,batch_3/IMG_4948.JPG,2448,2470,58,Unlabeled litter,3.0,1776.0,75.0,14.0
866,batch_3/IMG_4948.JPG,2448,2470,58,Unlabeled litter,575.0,1753.0,27.0,45.0
866,batch_3/IMG_4948.JPG,2448,2470,29,Other plastic,1383.0,1628.0,28.0,30.0
866,batch_3/IMG_4948.JPG,2448,2470,58,Unlabeled litter,877.0,1780.0,27.0,29.0
867,batch_3/IMG_5037.JPG,2448,2858,36,Plastic film,996.0,1833.0,316.0,356.0
868,batch_3/IMG_5061.JPG,3264,2448,15,Egg carton,1403.0,1284.0,69.0,47.0
868,batch_3/IMG_5061.JPG,3264,2448,38,Garbage bag,2959.0,1776.0,304.0,453.0
869,batch_3/IMG_5063.JPG,3264,2448,27,Plastic lid,2014.0,380.0,596.0,613.0
869,batch_3/IMG_5063.JPG,3264,2448,14,Other carton,579.0,846.0,1598.0,1397.0
870,batch_3/IMG_5064.JPG,3264,2448,14,Other carton,1409.0,1086.0,1385.0,866.0
870,batch_3/IMG_5064.JPG,3264,2448,45,Disposable food container,118.0,207.0,1287.0,1485.0
871,batch_3/IMG_5065.JPG,3264,2448,39,Other plastic wrapper,826.0,679.0,1496.0,991.0
872,batch_3/IMG_5066.JPG,2448,3264,47,Other plastic container,1320.0,1791.0,616.0,455.0
872,batch_3/IMG_5066.JPG,2448,3264,44,Tupperware,1.0,664.0,1220.0,1334.0
872,batch_3/IMG_5066.JPG,2448,3264,39,Other plastic wrapper,1242.0,333.0,1206.0,960.0
873,batch_3/IMG_5067.JPG,2448,3264,14,Other carton,1530.0,448.0,902.0,629.0
873,batch_3/IMG_5067.JPG,2448,3264,2,Aluminium blister pack,1790.0,1602.0,658.0,611.0
873,batch_3/IMG_5067.JPG,2448,3264,33,Normal paper,1131.0,1450.0,511.0,648.0
873,batch_3/IMG_5067.JPG,2448,3264,36,Plastic film,30.0,871.0,1218.0,1549.0
874,batch_3/IMG_5068.JPG,3264,2448,30,Magazine paper,259.0,1791.0,731.0,581.0
874,batch_3/IMG_5068.JPG,3264,2448,30,Magazine paper,486.0,1423.0,455.0,313.0
874,batch_3/IMG_5068.JPG,3264,2448,30,Magazine paper,434.0,1217.0,400.0,344.0
874,batch_3/IMG_5068.JPG,3264,2448,30,Magazine paper,516.0,681.0,518.0,567.0
874,batch_3/IMG_5068.JPG,3264,2448,30,Magazine paper,838.0,865.0,512.0,583.0
874,batch_3/IMG_5068.JPG,3264,2448,30,Magazine paper,1026.0,967.0,644.0,435.0
874,batch_3/IMG_5068.JPG,3264,2448,30,Magazine paper,867.0,1201.0,968.0,1116.0
778,batch_3/IMG_4972.JPG,2448,3264,59,Cigarette,1566.0,266.0,78.0,52.0
781,batch_3/IMG_4980.JPG,2448,3264,59,Cigarette,1474.0,2388.0,26.0,56.0
788,batch_3/IMG_5003.JPG,2448,3264,59,Cigarette,1234.0,3148.0,40.0,100.0
788,batch_3/IMG_5003.JPG,2448,3264,59,Cigarette,1642.0,2790.0,68.0,66.0
788,batch_3/IMG_5003.JPG,2448,3264,59,Cigarette,1014.0,1880.0,28.0,78.0
788,batch_3/IMG_5003.JPG,2448,3264,59,Cigarette,1086.0,860.0,66.0,38.0
788,batch_3/IMG_5003.JPG,2448,3264,59,Cigarette,1858.0,1058.0,82.0,64.0
788,batch_3/IMG_5003.JPG,2448,3264,59,Cigarette,2140.0,2674.0,48.0,70.0
788,batch_3/IMG_5003.JPG,2448,3264,59,Cigarette,2092.0,2548.0,44.0,104.0
788,batch_3/IMG_5003.JPG,2448,3264,59,Cigarette,2164.0,2644.0,72.0,44.0
788,batch_3/IMG_5003.JPG,2448,3264,59,Cigarette,2096.0,1826.0,112.0,28.0
788,batch_3/IMG_5003.JPG,2448,3264,59,Cigarette,1864.0,1476.0,58.0,74.0
788,batch_3/IMG_5003.JPG,2448,3264,59,Cigarette,1776.0,816.0,50.0,28.0
788,batch_3/IMG_5003.JPG,2448,3264,59,Cigarette,2018.0,272.0,64.0,14.0
788,batch_3/IMG_5003.JPG,2448,3264,59,Cigarette,2144.0,478.0,52.0,26.0
788,batch_3/IMG_5003.JPG,2448,3264,59,Cigarette,1852.0,276.0,22.0,28.0
788,batch_3/IMG_5003.JPG,2448,3264,59,Cigarette,2348.0,810.0,52.0,20.0
788,batch_3/IMG_5003.JPG,2448,3264,59,Cigarette,528.0,2624.0,50.0,74.0
809,batch_3/IMG_5060.JPG,2448,3264,59,Cigarette,1104.0,998.0,26.0,56.0
809,batch_3/IMG_5060.JPG,2448,3264,59,Cigarette,1918.0,662.0,48.0,20.0
809,batch_3/IMG_5060.JPG,2448,3264,59,Cigarette,2196.0,566.0,68.0,42.0
810,batch_3/IMG_4852.JPG,3264,2448,59,Cigarette,776.0,4.0,42.0,52.0
816,batch_3/IMG_4862.JPG,2448,3264,59,Cigarette,802.0,1516.0,34.0,72.0
816,batch_3/IMG_4862.JPG,2448,3264,59,Cigarette,692.0,1256.0,68.0,44.0
816,batch_3/IMG_4862.JPG,2448,3264,59,Cigarette,658.0,1234.0,50.0,30.0
816,batch_3/IMG_4862.JPG,2448,3264,59,Cigarette,1164.0,1266.0,16.0,32.0
816,batch_3/IMG_4862.JPG,2448,3264,59,Cigarette,1216.0,1208.0,26.0,50.0
829,batch_3/IMG_4891.JPG,2448,3264,59,Cigarette,654.0,3220.0,52.0,44.0
846,batch_3/IMG_4924.JPG,2448,3264,59,Cigarette,2026.0,1390.0,34.0,68.0
849,batch_3/IMG_4932.JPG,2448,3264,59,Cigarette,1110.0,2148.0,26.0,64.0
849,batch_3/IMG_4932.JPG,2448,3264,59,Cigarette,2250.0,2256.0,28.0,58.0
849,batch_3/IMG_4932.JPG,2448,3264,59,Cigarette,1310.0,1364.0,40.0,32.0
849,batch_3/IMG_4932.JPG,2448,3264,59,Cigarette,1956.0,482.0,48.0,42.0
853,batch_3/IMG_4941.JPG,3264,2448,59,Cigarette,1974.0,1914.0,12.0,44.0
862,batch_3/IMG_4881.JPG,2448,3085,59,Cigarette,1000.0,533.0,18.0,72.0
866,batch_3/IMG_4948.JPG,2448,2470,59,Cigarette,2190.0,1710.0,16.0,52.0
875,batch_4/000032.JPG,2448,3264,7,Plastic bottle cap,992.0,926.0,83.0,77.0
875,batch_4/000032.JPG,2448,3264,5,Clear plastic bottle,805.0,1839.0,309.0,569.0
875,batch_4/000032.JPG,2448,3264,32,Wrapping paper,691.0,2114.0,471.0,258.0
876,batch_4/000067.JPG,3264,2448,55,Plastic straw,1680.0,1430.0,374.0,677.0
877,batch_4/000066.JPG,3264,2448,29,Other plastic,2565.0,1498.0,300.0,201.0
877,batch_4/000066.JPG,3264,2448,29,Other plastic,1810.0,1203.0,201.0,159.0
877,batch_4/000066.JPG,3264,2448,29,Other plastic,2741.0,1015.0,49.0,64.0
877,batch_4/000066.JPG,3264,2448,29,Other plastic,803.0,571.0,71.0,42.0
877,batch_4/000066.JPG,3264,2448,36,Plastic film,1103.0,967.0,166.0,141.0
878,batch_4/000000.JPG,2448,3264,7,Plastic bottle cap,1430.0,1109.0,70.0,65.0
879,batch_4/000002.JPG,2448,3264,21,Disposable plastic cup,410.0,810.0,61.0,57.0
879,batch_4/000002.JPG,2448,3264,21,Disposable plastic cup,1756.0,1416.0,67.0,63.0
879,batch_4/000002.JPG,2448,3264,36,Plastic film,1186.0,3000.0,251.0,263.0
879,batch_4/000002.JPG,2448,3264,33,Normal paper,1110.0,3176.0,154.0,87.0
880,batch_4/000003.JPG,2448,3264,7,Plastic bottle cap,840.0,1028.0,159.0,158.0
881,batch_4/000004.JPG,3264,2448,30,Magazine paper,544.0,1090.0,401.0,74.0
881,batch_4/000004.JPG,3264,2448,33,Normal paper,1573.0,1029.0,409.0,117.0
881,batch_4/000004.JPG,3264,2448,30,Magazine paper,1903.0,1054.0,384.0,87.0
882,batch_4/000005.JPG,3264,2448,21,Disposable plastic cup,1549.0,855.0,281.0,198.0
883,batch_4/000006.JPG,2448,3264,29,Other plastic,1331.0,2671.0,343.0,193.0
884,batch_4/000007.JPG,2448,3264,36,Plastic film,688.0,1215.0,303.0,171.0
885,batch_4/000008.JPG,2448,3264,55,Plastic straw,1095.0,1381.0,442.0,511.0
886,batch_4/000009.JPG,2448,3264,29,Other plastic,894.0,1606.0,471.0,108.0
887,batch_4/000010.JPG,2448,3264,29,Other plastic,528.0,1457.0,417.0,256.0
887,batch_4/000010.JPG,2448,3264,29,Other plastic,714.0,1190.0,60.0,32.0
887,batch_4/000010.JPG,2448,3264,29,Other plastic,1883.0,1599.0,243.0,170.0
888,batch_4/000011.JPG,2448,3264,29,Other plastic,1200.0,2101.0,137.0,236.0
888,batch_4/000011.JPG,2448,3264,29,Other plastic,1416.0,397.0,280.0,414.0
888,batch_4/000011.JPG,2448,3264,27,Plastic lid,965.0,2577.0,159.0,189.0
889,batch_4/000012.JPG,2448,3264,29,Other plastic,881.0,1456.0,759.0,528.0
